# U nd md
24.1708300778 0.363265306122 0.276530593688
24.8422420244 0.363265306122 0.278599333989
25.513653971 0.363265306122 0.280574613028
26.1850659176 0.363265306122 0.282462425144
26.8564778642 0.363265306122 0.284268280682
27.5278898108 0.363265306122 0.285997251888
28.1993017574 0.363265306122 0.287654013942
28.870713704 0.363265306122 0.289242881674
29.5421256506 0.363265306122 0.290767842462
30.2135375972 0.363265306122 0.292232585737
30.8849495438 0.363265306122 0.293640529466
31.5563614904 0.363265306122 0.294994843968
32.227773437 0.363265306122 0.296298473341
32.8991853836 0.363265306122 0.297554154777
9.39976725246 0.395918367347 0.0309200010908
10.0711791991 0.395918367347 0.0948352080725
10.7425911457 0.395918367347 0.15364115362
11.4140030923 0.395918367347 0.160774085728
12.0854150389 0.395918367347 0.189868562135
12.7568269855 0.395918367347 0.215477512078
13.4282389321 0.395918367347 0.221703893982
14.0996508787 0.395918367347 0.227568861541
14.7710628253 0.395918367347 0.248541811113
15.4424747719 0.395918367347 0.253518805159
16.1138867185 0.395918367347 0.258197511202
16.7852986651 0.395918367347 0.262601440124
17.4567106117 0.395918367347 0.278715796511
18.1281225583 0.395918367347 0.282384020155
18.7995345049 0.395918367347 0.28584084804
19.4709464515 0.395918367347 0.289103064253
20.1423583981 0.395918367347 0.292185834131
20.8137703447 0.395918367347 0.295102878736
21.4851822913 0.395918367347 0.306611455935
22.1565942379 0.395918367347 0.309042498137
22.8280061846 0.395918367347 0.311348392253
23.4994181312 0.395918367347 0.313538278783
24.1708300778 0.395918367347 0.315620457259
24.8422420244 0.395918367347 0.317602477335
25.513653971 0.395918367347 0.319491218801
26.1850659176 0.395918367347 0.32129296196
26.8564778642 0.395918367347 0.323013449641
27.5278898108 0.395918367347 0.324657941924
28.1993017574 0.395918367347 0.326231264526
28.870713704 0.395918367347 0.327737851649
29.5421256506 0.395918367347 0.329181783988
30.2135375972 0.395918367347 0.330566822513
30.8849495438 0.395918367347 0.337383930548
31.5563614904 0.395918367347 0.338561322228
32.227773437 0.395918367347 0.339692847508
32.8991853836 0.395918367347 0.340781103119
8.72835530586 0.428571428571 0.122774891779
9.39976725246 0.428571428571 0.157020485637
10.0711791991 0.428571428571 0.189308981477
10.7425911457 0.428571428571 0.218583912075
11.4140030923 0.428571428571 0.226708242145
12.0854150389 0.428571428571 0.251815364252
12.7568269855 0.428571428571 0.258732770682
13.4282389321 0.428571428571 0.279533580153
14.0996508787 0.428571428571 0.285263943068
14.7710628253 0.428571428571 0.29060168103
15.4424747719 0.428571428571 0.306901647379
16.1138867185 0.428571428571 0.311274167069
16.7852986651 0.428571428571 0.315358151348
17.4567106117 0.428571428571 0.319179810706
18.1281225583 0.428571428571 0.322762457586
18.7995345049 0.428571428571 0.326126867117
19.4709464515 0.428571428571 0.337486034651
20.1423583981 0.428571428571 0.340261117357
20.8137703447 0.428571428571 0.342876565798
21.4851822913 0.428571428571 0.345345398263
22.1565942379 0.428571428571 0.347679295331
22.8280061846 0.428571428571 0.349888761988
23.4994181312 0.428571428571 0.351983267574
24.1708300778 0.428571428571 0.353971366881
24.8422420244 0.428571428571 0.355860805161
25.513653971 0.428571428571 0.357658609403
26.1850659176 0.428571428571 0.359371167859
26.8564778642 0.428571428571 0.361004299494
27.5278898108 0.428571428571 0.367798370843
28.1993017574 0.428571428571 0.369179016671
28.870713704 0.428571428571 0.370499069553
29.5421256506 0.428571428571 0.371762385579
30.2135375972 0.428571428571 0.372972504349
30.8849495438 0.428571428571 0.374132680393
31.5563614904 0.428571428571 0.375245910969
32.227773437 0.428571428571 0.376314960703
32.8991853836 0.428571428571 0.377342383493
7.38553141265 0.461224489796 0.0622453026173
8.05694335925 0.461224489796 0.155563542513
8.72835530586 0.461224489796 0.190868360033
9.39976725246 0.461224489796 0.223647215022
10.0711791991 0.461224489796 0.25303169679
10.7425911457 0.461224489796 0.278737699829
11.4140030923 0.461224489796 0.286992360165
12.0854150389 0.461224489796 0.308156106895
12.7568269855 0.461224489796 0.314844181818
13.4282389321 0.461224489796 0.321012143309
14.0996508787 0.461224489796 0.337373566162
14.7710628253 0.461224489796 0.342342517351
15.4424747719 0.461224489796 0.346945913725
16.1138867185 0.461224489796 0.351220793916
16.7852986651 0.461224489796 0.355199614232
17.4567106117 0.461224489796 0.358910892041
18.1281225583 0.461224489796 0.370000477959
18.7995345049 0.461224489796 0.373032687673
19.4709464515 0.461224489796 0.375874753661
20.1423583981 0.461224489796 0.378543577961
20.8137703447 0.461224489796 0.381054168022
21.4851822913 0.461224489796 0.383419887665
22.1565942379 0.461224489796 0.385652670404
22.8280061846 0.461224489796 0.387763201315
23.4994181312 0.461224489796 0.389761072559
24.1708300778 0.461224489796 0.391654916774
24.8422420244 0.461224489796 0.398460837213
25.513653971 0.461224489796 0.400051435197
26.1850659176 0.461224489796 0.401564365061
26.8564778642 0.461224489796 0.403005113341
27.5278898108 0.461224489796 0.404378667751
28.1993017574 0.461224489796 0.40568957194
28.870713704 0.461224489796 0.406941973272
29.5421256506 0.461224489796 0.408139664651
30.2135375972 0.461224489796 0.409286121202
30.8849495438 0.461224489796 0.410384532551
31.5563614904 0.461224489796 0.411437831278
32.227773437 0.461224489796 0.41244871807
32.8991853836 0.461224489796 0.413419684007
6.71411946604 0.49387755102 0.0933885646788
7.38553141265 0.49387755102 0.186272319143
8.05694335925 0.49387755102 0.222678331974
8.72835530586 0.49387755102 0.256108017651
9.39976725246 0.49387755102 0.285831029796
10.0711791991 0.49387755102 0.311685348403
10.7425911457 0.49387755102 0.320842650031
11.4140030923 0.49387755102 0.341842941594
12.0854150389 0.49387755102 0.349106025727
12.7568269855 0.49387755102 0.355749675243
13.4282389321 0.49387755102 0.371715298554
14.0996508787 0.49387755102 0.376990898288
14.7710628253 0.49387755102 0.381848128412
15.4424747719 0.49387755102 0.386332820949
16.1138867185 0.49387755102 0.390484643668
16.7852986651 0.49387755102 0.401534363819
17.4567106117 0.49387755102 0.404890613054
18.1281225583 0.49387755102 0.408017237053
18.7995345049 0.49387755102 0.410936471358
19.4709464515 0.49387755102 0.413667838662
20.1423583981 0.49387755102 0.416228539933
20.8137703447 0.49387755102 0.418633781611
21.4851822913 0.49387755102 0.420897050378
22.1565942379 0.49387755102 0.42303034476
22.8280061846 0.49387755102 0.429814785786
23.4994181312 0.49387755102 0.431594624139
24.1708300778 0.49387755102 0.433279409892
24.8422420244 0.49387755102 0.434876471668
25.513653971 0.49387755102 0.436392412168
26.1850659176 0.49387755102 0.437833194849
26.8564778642 0.49387755102 0.439204218624
27.5278898108 0.49387755102 0.440510382431
28.1993017574 0.49387755102 0.441756141238
28.870713704 0.49387755102 0.442945554755
29.5421256506 0.49387755102 0.444082329937
30.2135375972 0.49387755102 0.445169858156
30.8849495438 0.49387755102 0.44621124782
31.5563614904 0.49387755102 0.447209353052
32.227773437 0.49387755102 0.448166798985
32.8991853836 0.49387755102 0.449086004113
6.04270751944 0.526530612245 0.0932403321581
6.71411946604 0.526530612245 0.189791221381
7.38553141265 0.526530612245 0.251809721704
8.05694335925 0.526530612245 0.286263015055
8.72835530586 0.526530612245 0.316700048785
9.39976725246 0.526530612245 0.343046548348
10.0711791991 0.526530612245 0.353236721353
10.7425911457 0.526530612245 0.374346434133
11.4140030923 0.526530612245 0.382268575316
12.0854150389 0.526530612245 0.39905017413
12.7568269855 0.526530612245 0.405223048941
13.4282389321 0.526530612245 0.410850441
14.0996508787 0.526530612245 0.415998622661
14.7710628253 0.526530612245 0.420724015073
15.4424747719 0.526530612245 0.431979123813
16.1138867185 0.526530612245 0.435751754095
16.7852986651 0.526530612245 0.439242035853
17.4567106117 0.526530612245 0.442479791791
18.1281225583 0.526530612245 0.445490884589
18.7995345049 0.526530612245 0.448297837318
19.4709464515 0.526530612245 0.450920343771
20.1423583981 0.526530612245 0.453375690163
20.8137703447 0.526530612245 0.460303859148
21.4851822913 0.526530612245 0.462334351866
22.1565942379 0.526530612245 0.464245566143
22.8280061846 0.526530612245 0.466047588339
23.4994181312 0.526530612245 0.467749411903
24.1708300778 0.526530612245 0.46935907979
24.8422420244 0.526530612245 0.470883805446
25.513653971 0.526530612245 0.472330075963
26.1850659176 0.526530612245 0.473703740373
26.8564778642 0.526530612245 0.475010085503
27.5278898108 0.526530612245 0.476253901344
28.1993017574 0.526530612245 0.4774395376
28.870713704 0.526530612245 0.478570952738
29.5421256506 0.526530612245 0.479651756682
30.2135375972 0.526530612245 0.480685248076
30.8849495438 0.526530612245 0.481674446894
31.5563614904 0.526530612245 0.482622123074
32.227773437 0.526530612245 0.483530821704
32.8991853836 0.526530612245 0.484402885249
5.37129557284 0.559183673469 0.0614233712346
6.04270751944 0.559183673469 0.214924580068
6.71411946604 0.559183673469 0.277648639438
7.38553141265 0.559183673469 0.313680100299
8.05694335925 0.559183673469 0.345336704011
8.72835530586 0.559183673469 0.372608798321
9.39976725246 0.559183673469 0.384027973371
10.0711791991 0.559183673469 0.405562934495
10.7425911457 0.559183673469 0.414266274963
11.4140030923 0.559183673469 0.431194848081
12.0854150389 0.559183673469 0.437871083502
12.7568269855 0.559183673469 0.443913201292
13.4282389321 0.559183673469 0.449403930593
14.0996508787 0.559183673469 0.461148557487
14.7710628253 0.559183673469 0.465467075111
15.4424747719 0.559183673469 0.469430577527
16.1138867185 0.559183673469 0.473080080055
16.7852986651 0.559183673469 0.476450661884
17.4567106117 0.559183673469 0.479572476788
18.1281225583 0.559183673469 0.482471569378
18.7995345049 0.559183673469 0.485170537972
19.4709464515 0.559183673469 0.492108873118
20.1423583981 0.559183673469 0.494324263148
20.8137703447 0.559183673469 0.496399802728
21.4851822913 0.559183673469 0.498348172954
22.1565942379 0.559183673469 0.500180584247
22.8280061846 0.559183673469 0.501906981154
23.4994181312 0.559183673469 0.503536214229
24.1708300778 0.559183673469 0.505076184944
24.8422420244 0.559183673469 0.506533968399
25.513653971 0.559183673469 0.507915917635
26.1850659176 0.559183673469 0.509227752691
26.8564778642 0.559183673469 0.510474636891
27.5278898108 0.559183673469 0.511661242456
28.1993017574 0.559183673469 0.512791807117
28.870713704 0.559183673469 0.513870183126
29.5421256506 0.559183673469 0.514899879827
30.2135375972 0.559183673469 0.515884100743
30.8849495438 0.559183673469 0.516825775978
31.5563614904 0.559183673469 0.517727590615
32.227773437 0.559183673469 0.520982686051
32.8991853836 0.559183673469 0.521763540875
5.37129557284 0.591836734694 0.186041039505
6.04270751944 0.591836734694 0.279236503018
6.71411946604 0.591836734694 0.337824012135
7.38553141265 0.591836734694 0.371349032805
8.05694335925 0.591836734694 0.400085884646
8.72835530586 0.591836734694 0.413012932042
9.39976725246 0.591836734694 0.43534310667
10.0711791991 0.591836734694 0.444996444992
10.7425911457 0.591836734694 0.462325054938
11.4140030923 0.591836734694 0.469608733921
12.0854150389 0.591836734694 0.47614937072
12.7568269855 0.591836734694 0.482050825925
13.4282389321 0.591836734694 0.493792520401
14.0996508787 0.591836734694 0.498384899891
14.7710628253 0.591836734694 0.502576823592
15.4424747719 0.591836734694 0.506417278592
16.1138867185 0.591836734694 0.509947753975
16.7852986651 0.591836734694 0.513203590152
17.4567106117 0.591836734694 0.520653194255
18.1281225583 0.591836734694 0.523287970413
18.7995345049 0.591836734694 0.525737355403
19.4709464515 0.591836734694 0.528019997233
20.1423583981 0.591836734694 0.530152155171
20.8137703447 0.591836734694 0.532148065714
21.4851822913 0.591836734694 0.53402024409
22.1565942379 0.591836734694 0.535779733992
22.8280061846 0.591836734694 0.537436315527
23.4994181312 0.591836734694 0.538998679208
24.1708300778 0.591836734694 0.540474572238
24.8422420244 0.591836734694 0.541870922048
25.513653971 0.591836734694 0.543193941071
26.1850659176 0.591836734694 0.54444921598
26.8564778642 0.591836734694 0.545641783975
27.5278898108 0.591836734694 0.546776198264
28.1993017574 0.591836734694 0.547856584449
28.870713704 0.591836734694 0.551290027138
29.5421256506 0.591836734694 0.552218454893
30.2135375972 0.591836734694 0.553105526599
30.8849495438 0.591836734694 0.553953932294
31.5563614904 0.591836734694 0.554766134722
32.227773437 0.591836734694 0.555544392737
32.8991853836 0.591836734694 0.556290781886
4.69988362623 0.624489795918 0.122800112969
5.37129557284 0.624489795918 0.275576860765
6.04270751944 0.624489795918 0.340384801906
6.71411946604 0.624489795918 0.378802332732
7.38553141265 0.624489795918 0.411867434402
8.05694335925 0.624489795918 0.439892698396
8.72835530586 0.624489795918 0.463464864135
9.39976725246 0.624489795918 0.474298266366
10.0711791991 0.624489795918 0.492319307521
10.7425911457 0.624489795918 0.500348675667
11.4140030923 0.624489795918 0.507498052467
12.0854150389 0.624489795918 0.513899064091
12.7568269855 0.624489795918 0.525788721652
13.4282389321 0.624489795918 0.530712030356
14.0996508787 0.624489795918 0.535179694694
14.7710628253 0.624489795918 0.539250716651
15.4424747719 0.624489795918 0.54297455764
16.1138867185 0.624489795918 0.546392949689
16.7852986651 0.624489795918 0.553743229404
17.4567106117 0.624489795918 0.556492540033
18.1281225583 0.624489795918 0.559039129426
18.7995345049 0.624489795918 0.56140433228
19.4709464515 0.624489795918 0.563606627691
20.1423583981 0.624489795918 0.565662095804
20.8137703447 0.624489795918 0.567584790566
21.4851822913 0.624489795918 0.569387045828
22.1565942379 0.624489795918 0.571079728133
22.8280061846 0.624489795918 0.572672446634
23.4994181312 0.624489795918 0.57417372828
24.1708300778 0.624489795918 0.575591164765
24.8422420244 0.624489795918 0.576931536345
25.513653971 0.624489795918 0.578200916647
26.1850659176 0.624489795918 0.581811027475
26.8564778642 0.624489795918 0.582893167657
27.5278898108 0.624489795918 0.583922096035
28.1993017574 0.624489795918 0.584901622498
28.870713704 0.624489795918 0.585835203534
29.5421256506 0.624489795918 0.586725982087
30.2135375972 0.624489795918 0.58757682215
30.8849495438 0.624489795918 0.58839033891
31.5563614904 0.624489795918 0.589168925069
32.227773437 0.624489795918 0.589914773924
32.8991853836 0.624489795918 0.590629899628
4.69988362623 0.657142857143 0.216852661393
5.37129557284 0.657142857143 0.336985053276
6.04270751944 0.657142857143 0.381078152606
6.71411946604 0.657142857143 0.433876848261
7.38553141265 0.657142857143 0.464225538724
8.05694335925 0.657142857143 0.479115136139
8.72835530586 0.657142857143 0.501926843592
9.39976725246 0.657142857143 0.520992786574
10.0711791991 0.657142857143 0.529952353262
10.7425911457 0.657142857143 0.537855993041
11.4140030923 0.657142857143 0.551138364273
12.0854150389 0.657142857143 0.557076761329
12.7568269855 0.657142857143 0.562403997307
13.4282389321 0.657142857143 0.567207359977
14.0996508787 0.657142857143 0.571558679137
14.7710628253 0.657142857143 0.57551752037
15.4424747719 0.657142857143 0.583321286098
16.1138867185 0.657142857143 0.586461590948
16.7852986651 0.657142857143 0.589349754713
17.4567106117 0.657142857143 0.59201454233
18.1281225583 0.657142857143 0.594480561718
18.7995345049 0.657142857143 0.596768978991
19.4709464515 0.657142857143 0.598898092758
20.1423583981 0.657142857143 0.600883798467
20.8137703447 0.657142857143 0.602739966306
21.4851822913 0.657142857143 0.604478750682
22.1565942379 0.657142857143 0.606110845169
22.8280061846 0.657142857143 0.607645693695
23.4994181312 0.657142857143 0.609091666439
24.1708300778 0.657142857143 0.612841420551
24.8422420244 0.657142857143 0.614064832484
25.513653971 0.657142857143 0.615222915319
26.1850659176 0.657142857143 0.616320734903
26.8564778642 0.657142857143 0.617362849434
27.5278898108 0.657142857143 0.618353371154
28.1993017574 0.657142857143 0.619296019312
28.870713704 0.657142857143 0.62019416579
29.5421256506 0.657142857143 0.621050874541
30.2135375972 0.657142857143 0.621868935801
30.8849495438 0.657142857143 0.622650895861
31.5563614904 0.657142857143 0.623399083042
32.227773437 0.657142857143 0.624115630445
32.8991853836 0.657142857143 0.624802495913
4.69988362623 0.689795918367 0.28161036369
5.37129557284 0.689795918367 0.376889040345
6.04270751944 0.689795918367 0.437275460274
6.71411946604 0.689795918367 0.472966945783
7.38553141265 0.689795918367 0.502766485717
8.05694335925 0.689795918367 0.527516233495
8.72835530586 0.689795918367 0.539791723988
9.39976725246 0.689795918367 0.558208883381
10.0711791991 0.689795918367 0.567061233835
10.7425911457 0.689795918367 0.574846923604
11.4140030923 0.689795918367 0.587558591759
12.0854150389 0.689795918367 0.593384389027
12.7568269855 0.689795918367 0.598600454032
13.4282389321 0.689795918367 0.603295366051
14.0996508787 0.689795918367 0.607541737847
14.7710628253 0.689795918367 0.615446430446
15.4424747719 0.689795918367 0.61878553867
16.1138867185 0.689795918367 0.621842548742
16.7852986651 0.689795918367 0.624651228342
17.4567106117 0.689795918367 0.627240236862
18.1281225583 0.689795918367 0.629634043555
18.7995345049 0.689795918367 0.63185365703
19.4709464515 0.689795918367 0.633917209239
20.1423583981 0.689795918367 0.635840426355
20.8137703447 0.689795918367 0.637637011023
21.4851822913 0.689795918367 0.639318954666
22.1565942379 0.689795918367 0.643296889559
22.8280061846 0.689795918367 0.644706220216
23.4994181312 0.689795918367 0.646033261624
24.1708300778 0.689795918367 0.647284967507
24.8422420244 0.689795918367 0.648467534553
25.513653971 0.689795918367 0.64958650208
26.1850659176 0.689795918367 0.650646836464
26.8564778642 0.689795918367 0.651653002939
27.5278898108 0.689795918367 0.65260902693
28.1993017574 0.689795918367 0.653518546628
28.870713704 0.689795918367 0.654384858248
29.5421256506 0.689795918367 0.655210955096
30.2135375972 0.689795918367 0.655999561441
30.8849495438 0.689795918367 0.656753161945
31.5563614904 0.689795918367 0.65747402734
32.227773437 0.689795918367 0.658164236875
32.8991853836 0.689795918367 0.65882569801
4.02847167963 0.722448979592 0.184449385002
4.69988362623 0.722448979592 0.343796889501
5.37129557284 0.722448979592 0.433722079475
6.04270751944 0.722448979592 0.475973498066
6.71411946604 0.722448979592 0.523078802121
7.38553141265 0.722448979592 0.540598905736
8.05694335925 0.722448979592 0.564788109611
8.72835530586 0.722448979592 0.584802530012
9.39976725246 0.722448979592 0.594867670959
10.0711791991 0.722448979592 0.603628602501
10.7425911457 0.722448979592 0.617082577429
11.4140030923 0.722448979592 0.623531871903
12.0854150389 0.722448979592 0.629261390935
12.7568269855 0.722448979592 0.634382010338
13.4282389321 0.722448979592 0.643139247857
14.0996508787 0.722448979592 0.647089007522
14.7710628253 0.722448979592 0.650671726312
15.4424747719 0.722448979592 0.653935404614
16.1138867185 0.722448979592 0.656920155721
16.7852986651 0.722448979592 0.659659737737
17.4567106117 0.722448979592 0.662182746866
18.1281225583 0.722448979592 0.664513555109
18.7995345049 0.722448979592 0.666673053199
19.4709464515 0.722448979592 0.668679243853
20.1423583981 0.722448979592 0.670547718971
20.8137703447 0.722448979592 0.674664846743
21.4851822913 0.722448979592 0.67621821422
22.1565942379 0.722448979592 0.677674619643
22.8280061846 0.722448979592 0.679042796889
23.4994181312 0.722448979592 0.680330468954
24.1708300778 0.722448979592 0.681544489115
24.8422420244 0.722448979592 0.682690959229
25.513653971 0.722448979592 0.683775329354
26.1850659176 0.722448979592 0.684802482018
26.8564778642 0.722448979592 0.685776803811
27.5278898108 0.722448979592 0.686702246471
28.1993017574 0.722448979592 0.687582379193
28.870713704 0.722448979592 0.68842043361
29.5421256506 0.722448979592 0.689219342589
30.2135375972 0.722448979592 0.689981773836
30.8849495438 0.722448979592 0.690710159065
31.5563614904 0.722448979592 0.691406719435
32.227773437 0.722448979592 0.692073487758
32.8991853836 0.722448979592 0.692712327982
4.02847167963 0.755102040816 0.24880862431
4.69988362623 0.755102040816 0.402586703944
5.37129557284 0.755102040816 0.471535306194
6.04270751944 0.755102040816 0.526972552698
6.71411946604 0.755102040816 0.559980838225
7.38553141265 0.755102040816 0.587044817672
8.05694335925 0.755102040816 0.601336842975
8.72835530586 0.755102040816 0.620904428048
9.39976725246 0.755102040816 0.630922828379
10.0711791991 0.755102040816 0.645417257833
10.7425911457 0.755102040816 0.652658516914
11.4140030923 0.755102040816 0.659036240681
12.0854150389 0.755102040816 0.664691558339
12.7568269855 0.755102040816 0.673853484189
13.4282389321 0.755102040816 0.678161970159
14.0996508787 0.755102040816 0.682046700871
14.7710628253 0.755102040816 0.685566048641
15.4424747719 0.755102040816 0.688768322784
16.1138867185 0.755102040816 0.691693813458
16.7852986651 0.755102040816 0.694376364439
17.4567106117 0.755102040816 0.69684459495
18.1281225583 0.755102040816 0.699122857361
18.7995345049 0.755102040816 0.701231994236
19.4709464515 0.755102040816 0.705565808613
20.1423583981 0.755102040816 0.707302552305
20.8137703447 0.755102040816 0.708922867012
21.4851822913 0.755102040816 0.710437974705
22.1565942379 0.755102040816 0.71185771203
22.8280061846 0.755102040816 0.713190736038
23.4994181312 0.755102040816 0.714444694568
24.1708300778 0.755102040816 0.715626368137
24.8422420244 0.755102040816 0.716741788695
25.513653971 0.755102040816 0.717796339505
26.1850659176 0.755102040816 0.718794839548
26.8564778642 0.755102040816 0.719741615149
27.5278898108 0.755102040816 0.720640561027
28.1993017574 0.755102040816 0.721495192527
28.870713704 0.755102040816 0.722308690489
29.5421256506 0.755102040816 0.723083939918
30.2135375972 0.755102040816 0.723823563445
30.8849495438 0.755102040816 0.724529950354
31.5563614904 0.755102040816 0.725205281867
32.227773437 0.755102040816 0.725851553214
32.8991853836 0.755102040816 0.726470592967
4.02847167963 0.787755102041 0.311199362463
4.69988362623 0.787755102041 0.439414422265
5.37129557284 0.787755102041 0.522996857906
6.04270751944 0.787755102041 0.56309070457
6.71411946604 0.787755102041 0.595898122637
7.38553141265 0.787755102041 0.62268531837
8.05694335925 0.787755102041 0.64461074157
8.72835530586 0.787755102041 0.656279650039
9.39976725246 0.787755102041 0.66629338771
10.0711791991 0.787755102041 0.680472706042
10.7425911457 0.787755102041 0.687683179753
11.4140030923 0.787755102041 0.694021562597
12.0854150389 0.787755102041 0.699632085257
12.7568269855 0.787755102041 0.708524232744
13.4282389321 0.787755102041 0.712789446716
14.0996508787 0.787755102041 0.716630005846
14.7710628253 0.787755102041 0.720105009688
15.4424747719 0.787755102041 0.723263278277
16.1138867185 0.787755102041 0.726145456689
16.7852986651 0.787755102041 0.728785630945
17.4567106117 0.787755102041 0.731212580721
18.1281225583 0.787755102041 0.735865353026
18.7995345049 0.787755102041 0.737840667153
19.4709464515 0.787755102041 0.739672998811
20.1423583981 0.787755102041 0.741377157679
20.8137703447 0.787755102041 0.742965996907
21.4851822913 0.787755102041 0.744450722926
22.1565942379 0.787755102041 0.745841148706
22.8280061846 0.787755102041 0.747145902034
23.4994181312 0.787755102041 0.748372597809
24.1708300778 0.787755102041 0.749527981346
24.8422420244 0.787755102041 0.750618048184
25.513653971 0.787755102041 0.751648144747
26.1850659176 0.787755102041 0.752623053318
26.8564778642 0.787755102041 0.753547064075
27.5278898108 0.787755102041 0.754424036436
28.1993017574 0.787755102041 0.755257451498
28.870713704 0.787755102041 0.756050457033
29.5421256506 0.787755102041 0.756805906246
30.2135375972 0.787755102041 0.757526391279
30.8849495438 0.787755102041 0.758214272257
31.5563614904 0.787755102041 0.758871702561
32.227773437 0.787755102041 0.759500650884
32.8991853836 0.787755102041 0.76010292053
4.02847167963 0.820408163265 0.370399496106
4.69988362623 0.820408163265 0.492499811551
5.37129557284 0.820408163265 0.557722743228
6.04270751944 0.820408163265 0.597872436621
6.71411946604 0.820408163265 0.630591527311
7.38553141265 0.820408163265 0.657236373008
8.05694335925 0.820408163265 0.679006944773
